"","docsequence","docid","docyear","doctype","allsubject","broadsubj","personalevent","wwritten","docauthorid","docauthorname","language","editor","briefname","nationality","birthyear","deathyear","birthplace","deathplace","ageatdeath","nativeoccupation","yearimmigration","stayednorthamerica","agewriting","marriagestatus","maternalstatus","authorgeneration","authorgender","culturalheritage","religion","northamericanoccupation"
"496",68,"S2344-D068",1856,"Letter","Books; Canadian people; Daughters; Deaths; Grandchildren; Physical illnesses; Publishing; Intellectual life; Ethnic groups; Relationships; Health; Death of other family member; Physical illness of child","Intellectual life; Ethnic groups; Relationships; Health","Death of other family member; Physical illness of child","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",52,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"497",69,"S2344-D069",1856,"Letter","Daughters; Physical illnesses; Trains; Relationships; Health; Transportation; Physical illness of child","Relationships; Health; Transportation","Physical illness of child","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",52,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"498",70,"S2344-D070",1857,"Letter","Family; Farms; Friends; Relationships; Communities","Relationships; Communities",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",53,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"499",71,"S2344-D071",1857,"Letter","Daughters; Physical illnesses; Vacations; Relationships; Health; Entertainment and recreation; Montreal, QC; Quebec; Canada; East Coast Provinces; North America; Physical illness of child","Relationships; Health; Entertainment and recreation","Physical illness of child","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",53,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"500",72,"S2344-D072",1858,"Letter","Books; Ghosts; God; Publishing; Intellectual life; Sociology; Religion","Intellectual life; Sociology; Religion",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",54,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"501",73,"S2344-D073",1859,"Letter","Boarders; Personal finances; Servants; Sons; Communities; Economics; Domestic life; Relationships","Communities; Economics; Domestic life; Relationships",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",56,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"502",74,"S2344-D074",1859,"Letter","Economic depressions; Winter; Economics; Environment; Canada; North America","Economics; Environment",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",55,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"503",75,"S2344-D075",1860,"Letter","Boarders; Sons; Trials; Communities; Relationships; Law","Communities; Relationships; Law",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",56,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"504",76,"S2344-D076",1861,"Letter","Writers; Intellectual life","Intellectual life",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",57,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"505",77,"S2344-D077",1862,"Letter","Deaths; Physical illnesses; Sisters; Health; Relationships; Physical illness of author","Health; Relationships","Physical illness of author","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",59,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"506",79,"S2344-D079",1863,"Letter","Publishers; Writers; Intellectual life","Intellectual life",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",59,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"507",80,"S2344-D080",1863,"Letter","Family; Friends; Mothers; Relationships","Relationships",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",59,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"508",81,"S2344-D081",1864,"Letter","Family; Nieces; Physical illnesses; Sisters; Sons; Uncles; Writers; Writing; Relationships; Health; Intellectual life","Relationships; Health; Intellectual life",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",60,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"509",82,"S2344-D082",1865,"Letter","Daughters; Friends; Husbands; Personal finances; Publishers; Sons; Towns; Writers; Relationships; Economics; Intellectual life; Communities; Belleville, ON; Ontario; Canada; Central Provinces; North America","Relationships; Economics; Intellectual life; Communities",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",61,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"510",83,"S2344-D083",1865,"Letter","Books; Friends; Law suits; Pensions; Publishers; Publishing; Writers; Intellectual life; Relationships; Law; Economics","Intellectual life; Relationships; Law; Economics",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",61,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"511",84,"S2344-D084",1865,"Letter","Brothers; Physical illnesses; Sisters; Towns; Relationships; Health; Communities; Lakefield, ON; Ontario; Canada; Central Provinces; North America; Physical illness of sibling","Relationships; Health; Communities","Physical illness of sibling","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",61,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"512",85,"S2344-D085",1865,"Letter","Income; Sons; Economics; Relationships","Economics; Relationships",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",61,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"513",86,"S2344-D086",1866,"Letter","Books; Brothers; Daughters-in-law; Personal finances; Physical illnesses; Poverty; Intellectual life; Relationships; Economics; Health; Physical illness of author; Physical illness of sibling","Intellectual life; Relationships; Economics; Health","Physical illness of author; Physical illness of sibling","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",62,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"514",87,"S2344-D087",1866,"Letter","Irish Republican Brotherhood; Books; Personal finances; Publishers; Publishing; Writers; Intellectual life; Economics","Intellectual life; Economics",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",62,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"515",88,"S2344-D088",1866,"Letter","Aging; Family; Friends; Loneliness; Neighbors; Nieces; Health; Relationships","Health; Relationships",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",62,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"516",89,"S2344-D089",1866,"Letter","Brothers; Daughters-in-law; Husbands; Physical illnesses; Poverty; Relationships; Health; Economics; Physical illness of author; Physical illness of spouse","Relationships; Health; Economics","Physical illness of author; Physical illness of spouse","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",62,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"517",90,"S2344-D090",1866,"Letter","Brothers; Daughters-in-law; Painting; Physical illnesses; Sisters; Sons; Travel; Relationships; Intellectual life; Health; Entertainment and recreation; Physical illness of sibling","Relationships; Intellectual life; Health; Entertainment and recreation","Physical illness of sibling","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",62,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"518",91,"S2344-D091",1867,"Letter","Friends; Publishers; Relationships; Intellectual life","Relationships; Intellectual life",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",63,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"519",92,"S2344-D092",1867,"Letter","Books; Publishing; Intellectual life","Intellectual life",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",63,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"520",93,"S2344-D093",1867,"Letter","Books; Husbands; Publishers; Publishing; Sons; Summer; Writers; Intellectual life; Relationships; Environment","Intellectual life; Relationships; Environment",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",63,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"521",94,"S2344-D094",1868,"Letter","Bereavement; Deaths; Friends; Husbands; Lawyers; Personal finances; Poverty; Servants; Sons; Sociology; Health; Relationships; Law; Economics; Domestic life; Death of child","Sociology; Health; Relationships; Law; Economics; Domestic life","Death of child","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",65,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"522",95,"S2344-D095",1860,"Letter","Grandchildren; Relationships","Relationships",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",56,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"523",96,"S2344-D096",1869,"Letter","Flowers; Friends; Poets; Songs; Environment; Relationships; Intellectual life","Environment; Relationships; Intellectual life",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",65,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"524",97,"S2344-D097",1869,"Letter","Deaths; Husbands; Health; Relationships; Death of spouse","Health; Relationships","Death of spouse","Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",65,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"525",98,"S2344-D098",1869,"Letter","Deaths; Family; Husbands; Sisters; Sons; Health; Relationships; Death of spouse","Health; Relationships","Death of spouse","Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",65,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"526",100,"S2344-D100",1869,"Letter","Trains; Travel; Travel conditions; Transportation; Entertainment and recreation","Transportation; Entertainment and recreation",NA,"Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",65,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"527",101,"S2344-D101",1869,"Letter","Aging; Deaths; Husbands; Mourning; Pets; Sons; Towns; Health; Relationships; Sociology; Environment; Communities","Health; Relationships; Sociology; Environment; Communities",NA,"Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",65,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"528",102,"S2344-D102",1869,"Letter","Children; Correspondence; Deaths; Grandchildren; Household moves; Houses; Husbands; Loneliness; Mourning; Physical illnesses; Relationships; Intellectual life; Health; Domestic life; Sociology; Physical illness of author","Relationships; Intellectual life; Health; Domestic life; Sociology","Physical illness of author; Household moves","Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",66,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"529",103,"S2344-D103",1870,"Letter","Daily life; Daughters-in-law; Grandchildren; Husbands; Loneliness; Domestic life; Relationships; Health","Domestic life; Relationships; Health",NA,"Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",66,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"530",104,"S2344-D104",1870,"Letter","Correspondence; Dreams; Family; Grandchildren; Intellectual life; Health; Relationships","Intellectual life; Health; Relationships",NA,"Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",66,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"531",105,"S2344-D105",1870,"Letter","Aging; Family; Houses; Income; Sons; Health; Relationships; Domestic life; Economics","Health; Relationships; Domestic life; Economics",NA,"Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",66,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"532",106,"S2344-D106",1870,"Letter","Cold weather; Daughters; Weddings; Environment; Relationships; Sociology","Environment; Relationships; Sociology",NA,"Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",66,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"533",107,"S2344-D107",1870,"Letter","Deaths; Husbands; Mourning; Nephews; Health; Relationships; Sociology; Death of other family member","Health; Relationships; Sociology","Death of other family member","Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",66,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"534",108,"S2344-D108",1870,"Letter","Boarders; Correspondence; Daughters; Grandchildren; Sons; Communities; Intellectual life; Relationships","Communities; Intellectual life; Relationships",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",66,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"535",109,"S2344-D109",1870,"Letter","Daughters; Dishonesty; Husbands; Lawyers; Sisters; Relationships; Health; Law","Relationships; Health; Law",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",67,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"536",110,"S2344-D110",1871,"Letter","Boarders; Boarding houses; Correspondence; Daughters; Gifts; Painting; Communities; Intellectual life; Relationships; Entertainment and recreation","Communities; Intellectual life; Relationships; Entertainment and recreation",NA,"Belleville, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",67,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"537",111,"S2344-D111",1871,"Letter","Deaths; Husbands; Publishing; Health; Relationships; Intellectual life; Death of spouse","Health; Relationships; Intellectual life","Death of spouse","Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",67,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"538",112,"S2344-D112",1871,"Letter","Boarding houses; Daughters-in-law; Household moves; Communities; Relationships; Domestic life","Communities; Relationships; Domestic life","Household moves","Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",67,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
"539",113,"S2344-D113",1871,"Letter","Books; Daughters-in-law; Deaths; Husbands; Publishing; Sons; Intellectual life; Relationships; Health; Toronto, ON; Ontario; Canada; Central Provinces; North America","Intellectual life; Relationships; Health",NA,"Toronto, ON; Ontario; Canada; Central Provinces; North America","per0004772","Moodie, Susannah Strickland, 1803-1885","English","Ballstadt, Carl; Hopkins, Elizabeth; Peterman, Michael, eds.","Susannah Moodie","Canada",1803,1885,"England; United Kingdom; British Isles; Western Europe; Europe","Toronto, ON; Ontario; Canada; Central Provinces; North America",81,"Writer",1832,"Stayed",67,"Widowed","Mother","First","F","English; European","Anglican; Christian; Congregationalist","Farmer; Military; Writer"
